ID_MISSTA,RESOLUTION,ID_MISPHOT,Resolution_scan
1977_FR 2888_P_1300,1300,2510-0081,1200
1977_FR 2888_P_2000,2000,2510-0091,1200
1977_FR 2889 LOT 1_P_20000,20000,IPLI-0371,1200
1977_FR 2889 LOT 2_IR_20000,20000,IPLI-0383,1200
1977_FR 2889 LOT 2_P_20000,20000,IPLI-0381,1200
1977_FR 2889 LOT 3_IR_20000,20000,IPLI-0393,1200
1977_FR 2889 LOT 3_P_20000,20000,IPLI-0391,1200
1977_FR 2889 LOT 4_IR_20000,20000,IPLI-0403,1200
1977_FR 2889 LOT 4_P_20000,20000,IPLI-0401,1200
1977_FR 2889 LOT 5_IR_20000,20000,IPLI-0413,1200
1977_FR 2889 LOT 5_P_20000,20000,IPLI-0411,1200
1977_FR 2889 LOT 6_IR_20000,20000,IPLI-0423,1200
1977_FR 2889 LOT 6_P_20000,20000,IPLI-0421,1200
1977_FR 2889 LOT 7_IR_20000,20000,IPLI-0433,1200
1977_FR 2889 LOT 7_P_20000,20000,IPLI-0431,1200
1977_FR 2890_P_14500,14500,3315-0131,1200
1977_FR 2891_P_8000,8000,2314-0501,1200
1977_FR 2892_P_14500,14500,2826-0121,1200
1977_FR 2893_P_14500,14500,2728-0121,1200
1977_FR 2894_P_14500,14500,2742-0051,1200
1977_FR 2897_P_14500,14500,1338-0081,1200
1977_FR 2898_P_14500,14500,1643-0111,1200
1977_FR 2899_P_14500,14500,1223-0241,1200
1977_FR 2901_IR_20000,20000,2411-0133,1200
1977_FR 2901_P_20000,20000,2411-0131,1200
1977_FR 2903_P_14500,14500,3446-0071,1200
1977_FR 2904 LOT 10_IR_20000,20000,IPLI-0363,1200
1977_FR 2904 LOT 10_P_20000,20000,IPLI-0361,1200
1977_FR 2904 LOT 8_IR_20000,20000,IPLI-0353,1200
1977_FR 2904 LOT 8_P_20000,20000,IPLI-0351,1200
1977_FR 2904 LOT 9_IR_20000,20000,IPLI-0343,1200
1977_FR 2904 LOT 9_P_20000,20000,IPLI-0341,1200
1977_FR 2906_P_10000,10000,94PHQ0541,1200
1977_FR 2906_P_5000,5000,94PHQ0531,1200
1977_FR 2907_IR_20000,20000,1315-0183,1200
1977_FR 2907_P_20000,20000,1315-0181,1200
1977_FR 2908_IR_20000,20000,1212-0183,1200
1977_FR 2908_P_20000,20000,1212-0181,1200
1977_FR 2909_IR_20000,20000,94PHQ0553,1200
1977_FR 2909_P_20000,20000,94PHQ0551,1200
1977_FR 2910_IR_20000,20000,94PHQ0563,1200
1977_FR 2910_P_20000,20000,94PHQ0561,1200
1977_FR 2911_IR_20000,20000,3035-0303,1200
1977_FR 2911_P_20000,20000,3035-0301,1200
1977_FR 2912_IR_20000,20000,94PHQ0573,1200
1977_FR 2912_P_20000,20000,94PHQ0571,1200
1977_FR 2914_IR_12500,12500,1841-0053,1200
1977_FR 2914_P_12500,12500,1841-0051,1200
1977_FR 2915_IR_12000,12000,1842-0053,1200
1977_FR 2915_P_12000,12000,1842-0051,1200
1977_FR 2918_P_3000,3000,1537-0111,1200
1977_FR 2919_P_14500,14500,1244-0141,1200
1977_FR 2920_P_14500,14500,1731-0061,1200
1977_FR 2921_P_14500,14500,1531-0061,1200
1977_FR 2922_P_14500,14500,1523-0011,1200
1977_FR 2923_P_14500,14500,4249-0021,1200
1977_FR 2924_P_11000,11000,4149-0141,1200
1977_FR 2926_IR_20000,20000,3210-0013,1200
1977_FR 2926_P_20000,20000,3210-0011,1200
1977_FR 2927_P_14500,14500,3009-0031,1200
1977_FR 2928_P_60000,60000,2643-0081,1200
1977_FR 2934_P_3500,3500,2314-0551,1200
1977_FR 2935_P_25000,25000,2629-0111,1200
1977_FR 2943_P_14500,14500,3246-0181,1200
1977_PAN 5_P_57000,57000,2148-0291,1200
1977_PAN 6_P_60000,60000,2148-0311,1200
1977_PAN 9_P_30000,30000,2148-1721,1200
1977_RAMSES-II_P_,,PHOT_0151,722
1978_CAS 704_P_4000,4000,93PHQ1991,1200
1978_CAS 704_P_8000,8000,93PHQ1971,1200
1978_CAS 728_P_4000,4000,93PHQ2011,1200
1978_CAS 728_P_8000,8000,93PHQ1981,1200
1978_CDP 6556_P_20000,20000,3417-0071,1200
1978_CDP 8433_P_8000,8000,2017-0061,1200
1978_CDP 8434_P_11000,11000,2015-0171,1200
1978_CDP 8434_P_9000,9000,2016-0091,1200
1978_CDP 8435_P_20000,20000,1417-0051,1200
1978_CDP 8436_P_4000,4000,1424-0221,1200
1978_CDP 8437_P_13000,13000,2222-0081,1200
1978_CDP 8438_P_20000,20000,0916-0431,1200
1978_CDP 8439_P_20000,20000,0816-0121,1200
1978_CDP 8440_P_8000,8000,1116-0101,1200
1978_CDP 8441_P_20000,20000,0821-0141,1200
1978_CDP 8442_P_8000,8000,1023-0651,1200
1978_CDP 8443_P_9000,9000,1023-0661,1200
1978_CDP 8444_P_20000,20000,1536-0691,1200
1978_CDP 8445_P_20000,20000,1429-0041,1200
1978_CDP 8446_P_20000,20000,1930-0041,1200
1978_CDP 8447_P_10000,10000,2329-0121,1200
1978_CDP 8448_P_10000,10000,2239-0071,1200
1978_CDP 8449_P_2500,2500,2436-0321,1200
1978_CDP 8449_P_4500,4500,2436-0301,1200
1978_CDP 8450_P_20000,20000,2436-0311,1200
1978_CDP 8451_P_3000,3000,2535-0151,1200
1978_CDP 8452_P_3000,3000,2535-0181,1200
1978_CDP 8453_P_4000,4000,2435-0121,1200
1978_CDP 8454_P_8000,8000,2535-0171,1200
1978_CDP 8455_P_10000,10000,2330-0091,1200
1978_CDP 8456_P_8000,8000,2129-0171,1200
1978_CDP 8457_P_20000,20000,2024-0071,1200
1978_CDP 8458_P_12000,12000,2224-0091,1200
1978_CDP 8459_P_10000,10000,4149-0291,1200
1978_CDP 8460_P_8000,8000,4149-0301,1200
1978_CDP 8461_P_8000,8000,4149-0311,1200
1978_CDP 8462_P_9000,9000,4248-0081,1200
1978_CDP 8463_P_8000,8000,4154-0141,1200
1978_CDP 8464_P_10000,10000,4348-0181,1200
1978_CDP 8465_P_5000,5000,2548-0311,1200
1978_CDP 8466_P_15000,15000,3342-0271,1200
1978_CDP 8467_P_15000,15000,3341-0221,1200
1978_CDP 8468_P_15000,15000,3341-0231,1200
1978_CDP 8469_P_10000,10000,2830-0191,1200
1978_CDP 8470_P_10000,10000,2833-0201,1200
1978_CDP 8471_P_8000,8000,2241-0231,1200
1978_CDP 8472_P_8000,8000,2241-0241,1200
1978_CDP 8473_P_8000,8000,2141-0061,1200
1978_CDP 8474_P_5000,5000,93PHQ6411,1200
1978_CDP 8475_P_3000,3000,93PHQ6421,1200
1978_CDP 8476_P_8000,8000,93PHQ6431,1200
1978_CDP 8477_P_4000,4000,93PHQ6441,1200
1978_CDP 8478_P_4000,4000,93PHQ6451,1200
1978_CDP 8479_P_3000,3000,2524-0281,1200
1978_CDP 8480_P_4000,4000,3025-0311,1200
1978_CDP 8481_P_20000,20000,1327-0131,1200
1978_CDP 8482_P_15000,15000,1331-0171,1200
1978_CDP 8483_P_20000,20000,2526-0081,1200
1978_CDP 8484_P_20000,20000,2425-0021,1200
1978_CDP 8485_P_5000,5000,3026-0171,1200
1978_CDP 8486_P_8000,8000,3026-0181,1200
1978_CDP 8487_P_20000,20000,3419-0121,1200
1978_CDP 8488_P_10000,10000,3621-0441,1200
1978_CDP 8488_P_8000,8000,3621-0361,1200
1978_CDP 8489_P_8000,8000,3815-0111,1200
1978_CDP 8490_P_8000,8000,3620-0161,1200
1978_CDP 8491_P_10000,10000,93PHQ6461,1200
1978_CDP 8492_P_12500,12500,1621-0061,1200
1978_CDP 8492_P_16000,16000,1621-0071,1200
1978_CDP 8493_P_12500,12500,1621-0161,1200
1978_CDP 8493_P_15000,15000,1621-0081,1200
1978_CDP 8494_P_12000,12000,1423-0051,1200
1978_CDP 8494_P_20000,20000,1423-0061,1200
1978_CDP 8495_P_10000,10000,1626-0031,1200
1978_CDP 8496_P_4000,4000,1732-0171,1200
1978_CDP 8497_P_20000,20000,2034-0181,1200
1978_CDP 8498_P_3000,3000,1928-0071,1200
1978_CDP 8499_P_3000,3000,1928-0081,1200
1978_CDP 8500_P_3000,3000,2028-0091,1200
1978_CDP 8501_P_20000,20000,2116-0291,1200
1978_CDP 8502_P_20000,20000,93PHQ6471,1200
1978_CDP 8503_P_20000,20000,1915-0071,1200
1978_CDP 8504_P_8000,8000,93PHQ6481,1200
1978_CDP 8505_P_3000,3000,93PHQ6491,1200
1978_CDP 8506_P_5000,5000,93PHQ6501,1200
1978_CDP 8507_P_8000,8000,93PHQ6511,1200
1978_CDP 8508_P_8000,8000,93PHQ6521,1200
1978_CDP 8509_P_8000,8000,2315-0511,1200
1978_CDP 8510_P_10000,10000,94PHQ2111,1200
1978_CDP 8510_P_6000,6000,2316-0341,1200
1978_CDP 8511_P_8000,8000,93PHQ6531,1200
1978_CDP 8512_P_8000,8000,93PHQ6541,1200
1978_CDP 8513_P_10000,10000,1844-0111,1200
1978_CDP 8514_P_20000,20000,1748-0101,1200
1978_CDP 8515_P_20000,20000,2828-0181,1200
1978_CDP 8516_P_12500,12500,1423-0071,1200
1978_CDP 8517_P_11000,11000,2230-0061,1200
1978_CDP 8518_P_2500,2500,94PHQ3231,1200
1978_CDP 8518_P_8000,8000,3037-0171,1200
1978_CDP 8519_P_20000,20000,1722-0101,1200
1978_CDP 8520_P_8000,8000,1646-0281,1200
1978_CDP 8521_P_8000,8000,1646-0291,1200
1978_CDP 8523_P_8000,8000,1646-0301,1200
1978_CDP 8524_P_4000,4000,1521-0231,1200
1978_CDP 8525_P_8000,8000,1518-0031,1200
1978_CDP 8528_P_3000,3000,93PHQ7791,1200
1978_CDP 8529_P_4000,4000,3318-0091,1200
1978_CDP 8530_P_4000,4000,3317-0021,1200
1978_CDP 8531_P_20000,20000,93PHQ7801,1200
1978_CDP 8532_P_12000,12000,93PHQ7631,1200
1978_CDP 8533_P_30000,30000,1938-0201,1200
1978_CDP 8534_P_4000,4000,2530-0131,1200
1978_CDP 8535_P_20000,20000,3016-0051,1200
1978_CDP 8536_P_20000,20000,3016-0101,1200
1978_CDP 8537_P_20000,20000,3016-0091,1200
1978_CDP 8538_P_8000,8000,2215-0431,1200
1978_CDP 8539_P_8000,8000,2315-0521,1200
1978_CDP 8540_P_2500,2500,3215-0181,1200
1978_CDP 8541_P_42000,42000,1421-0061,1200
1978_CDP 8542_P_2500,2500,3115-0231,1200
1978_CDP 8543_P_4000,4000,3217-0081,1200
1978_CDP 8544_P_4000,4000,3417-0061,1200
1978_CDP 8545_P_4000,4000,3419-0041,1200
1978_CDP 8546_P_22000,22000,3431-0031,1200
1978_CDP 8547_P_20000,20000,93PHQ7641,1200
1978_CDP 8548_P_8000,8000,93PHQ7651,1200
1978_CDP 8549_P_20000,20000,3514-0191,1200
1978_CDP 8550_P_30000,30000,3434-0131,1200
1978_CDP 8551_P_6000,6000,93PHQ7661,1200
1978_CDP 8552_P_20000,20000,93PHQ7671,1200
1978_CDP 8553_P_20000,20000,2120-0191,1200
1978_CDP 8554_P_20000,20000,93PHQ7681,1200
1978_CDP 8555_P_10000,10000,2630-0111,1200
1978_CDP 8556_P_4000,4000,2531-0311,1200
1978_CDP 8557_P_8000,8000,4254-0101,1200
1978_CDP 8558_P_10000,10000,4250-0071,1200
1978_CDP 8559_P_8000,8000,4255-0051,1200
1978_CDP 8560_P_2500,2500,3214-0111,1200
1978_CDP 8561_P_5000,5000,93PHQ7691,1200
1978_CDP 8562_P_2500,2500,93PHQ7701,1200
1978_CDP 8563_P_8000,8000,3417-0051,1200
1978_CDP 8564_P_4000,4000,3519-0061,1200
1978_CDP 8565_P_4000,4000,3418-0071,1200
1978_CDP 8566_P_20000,20000,1020-0131,1200
1978_CDP 8567_P_4000,4000,2531-0161,1200
1978_CDP 8568_P_8000,8000,3410-0551,1200
1978_CDP 8569_P_8000,8000,93PHQ7711,1200
1978_CDP 8570_P_8000,8000,93PHQ7721,1200
1978_CDP 8571_P_8000,8000,93PHQ7731,1200
1978_CDP 8572_P_2500,2500,93PHQ7741,1200
1978_CDP 8573_P_8000,8000,3616-0181,1200
1978_CDP 8574_P_2500,2500,93PHQ7751,1200
1978_CDP 8575_P_2500,2500,93PHQ7761,1200
1978_CDP 8576_P_2500,2500,93PHQ7771,1200
1978_CDP 8577_P_4000,4000,3518-0051,1200
1978_CDP 8578_P_20000,20000,3410-0611,1200
1978_CDP 8746_P_4000,4000,93PHQ7071,1200
1978_CDP 8747_P_8000,8000,93PHQ7081,1200
1978_CDP 8748_P_20000,20000,3410-0531,1200
1978_CDP 8749_P_12000,12000,1422-0141,1200
1978_CDP 8750_P_20000,20000,1424-0231,1200
1978_CDP 8751_P_10000,10000,2844-0501,1200
1978_CDP 8752_P_8000,8000,2134-0191,1200
1978_CDP 8753_P_8000,8000,2133-0111,1200
1978_CDP 8754_P_10000,10000,1536-0701,1200
1978_CDP 8755_P_5000,5000,1638-0151,1200
1978_CDP 8756_P_5000,5000,1535-0071,1200
1978_CDP 8757_P_5000,5000,1940-0211,1200
1978_CDP 8758_P_8000,8000,93PHQ7091,1200
1978_CDP 8759_P_20000,20000,93PHQ7101,1200
1978_CDP 8760_P_6000,6000,2140-0131,1200
1978_CDP 8761_P_8000,8000,1226-0131,1200
1978_CDP 8762_P_20000,20000,1723-0191,1200
1978_CDP 8763_P_20000,20000,2224-0101,1200
1978_CDP 8764_P_20000,20000,1721-0081,1200
1978_CDP 8765_P_20000,20000,1722-0111,1200
1978_CDP 8766_P_8000,8000,93PHQ7111,1200
1978_CDP 8767_P_15000,15000,1421-0071,1200
1978_CDP 8779_P_20000,20000,93PHQ7881,1200
1978_CDP 8790_P_4000,4000,1023-0691,1200
1978_CDP 8875_P_8000,8000,93PHQ7411,1200
1978_CDP 9187_P_4000,4000,92PHQ7511,1200
1978_CDP 9211_P_20000,20000,92PHQ7721,1200
1978_CDP 9227_P_8000,8000,92PHQ7881,1200
1978_EDF BELLEVILLE_P_4500,4500,2521-0111,1200
1978_EDF FLAMANVILLE_P_4000,4000,1110-0191,1200
1978_EDF PENLY_C_4000,4000,3636-0362,900
1978_EDF ST-LAURENT-DES-EAUX_P_5300,5300,2120-0211,1200
1978_F 0916_P_30000,30000,0916-0081,1200
1978_F 1022-1122_P_30000,30000,1122-0021,1200
1978_F 1346-1746_P_30000,30000,1646-0051,1200
1978_F 1421-1621_P_30000,30000,1421-0011,1200
1978_F 1428-1528_P_30000,30000,1528-0031,1200
1978_F 1447-1747_P_30000,30000,1647-0021,1200
1978_F 1522-1622_P_30000,30000,1622-0021,1200
1978_F 1525_P_30000,30000,1525-0011,1200
1978_F 1620_P_30000,30000,1620-0031,1200
1978_F 1623-1923_P_30000,30000,1623-0021,1200
1978_F 1627_P_30000,30000,1627-0021,1200
1978_F 1726-1826_P_30000,30000,1726-0011,1200
1978_F 1727-1827_P_30000,30000,1727-0071,1200
1978_F 1735_P_30000,30000,1735-0101,1200
1978_F 1738_P_30000,30000,1738-0031,1200
1978_F 1740-1840_P_30000,30000,1740-0021,1200
1978_F 1809-2109_P_30000,30000,1809-0011,1200
1978_F 1810-2110_P_30000,30000,1810-0011,1200
1978_F 1821-2121_P_30000,30000,1921-0011,1200
1978_F 1822-2022_P_30000,30000,1822-0041,1200
1978_F 1824-1924_P_30000,30000,1824-0021,1200
1978_F 1825-1925_P_30000,30000,1825-0031,1200
1978_F 1832-1932_P_30000,30000,1832-0031,1200
1978_F 1833-2033_P_30000,30000,2033-0031,1200
1978_F 1834-1934_P_30000,30000,1934-0031,1200
1978_F 1908-2108_P_30000,30000,1908-0021,1200
1978_F 1911-2211_P_30000,30000,1911-0041,1200
1978_F 1912-2612_P_30000,30000,1912-0011,1200
1978_F 2120_P_30000,30000,2120-0031,1200
1978_F 2518-2818_P_30000,30000,2718-0031,1200
1978_F 2519-2819_P_30000,30000,2719-0061,1200
1978_F 2520-2820_P_30000,30000,2520-0011,1200
1978_F 2521-2821_P_30000,30000,2821-0041,1200
1978_F 2531-2631_P_30000,30000,2531-0041,1200
1978_F 2532-2732_P_30000,30000,2732-0031,1200
1978_F 2606_P_30000,30000,2606-0021,1200
1978_F 2607-2807_P_30000,30000,2607-0011,1200
1978_F 2616-2716_P_30000,30000,2716-0031,1200
1978_F 2640-2840_P_30000,30000,2840-0251,1200
1978_F 2641-2841_P_30000,30000,2641-0051,1200
1978_F 2642-2842_P_30000,30000,2642-0011,1200
1978_F 2706_P_30000,30000,3636-0111,1200
1978_F 2717_P_30000,30000,2717-0021,1200
1978_F 2722-3122_P_30000,30000,2722-0011,1200
1978_F 2806_P_30000,30000,1020-0401,1200
1978_F 2808_P_30000,30000,2808-0031,1200
1978_F 2825_P_30000,30000,2825-0121,1200
1978_F 2838_P_30000,30000,2838-0011,1200
1978_F 2839_P_30000,30000,2839-0021,1200
1978_F 2931-3231_P_30000,30000,2931-0041,1200
1978_F 3032-3232_P_30000,30000,3032-0021,1200
1978_F 3034-3134_P_30000,30000,3034-0061,1200
1978_F 3035-3135_P_30000,30000,3035-0021,1200
1978_F 3038_P_30000,30000,3038-0021,1200
1978_F 3039-3339_P_30000,30000,3039-0051,1200
1978_F 3-11-5_P_14500,14500,0145-1991,1200
1978_F 3124_P_30000,30000,3124-0111,1200
1978_F 3129-3329_P_30000,30000,3129-0031,1200
1978_F 3130-3330_P_30000,30000,3130-0031,1200
1978_F 3133-3233_P_30000,30000,3133-0031,1200
1978_F 3136-3236_P_30000,30000,3136-0021,1200
1978_F 3137-3237_P_30000,30000,3137-0021,1200
1978_F 3141_P_30000,30000,3141-0051,1200
1978_F 3142_P_30000,30000,3142-0111,1200
1978_F 3223_P_30000,30000,3223-0141,1200
1978_F 3240-3340_P_30000,30000,3240-0021,1200
1978_F 3241-3441_P_30000,30000,3241-0041,1200
1978_F 3331-3431_P_30000,30000,3331-0041,1200
1978_F 3332-3432_P_30000,30000,3332-0011,1200
1978_F 3333-3433_P_30000,30000,3333-0031,1200
1978_F 3338_P_30000,30000,3338-0021,1200
1978_F 3342_P_30000,30000,3342-0031,1200
1978_F 3411_P_30000,30000,3411-0031,1200
1978_F 3430_P_30000,30000,3430-0021,1200
1978_F 3539-3639_P_25000,25000,3539-0031,1200
1978_F 3540-3840_P_30000,30000,3540-0021,1200
1978_F 3541-3841_P_30000,30000,3541-0041,1200
1978_F 3542-3742_P_30000,30000,3742-0071,1200
1978_F 3715-3915_P_30000,30000,3715-0031,1200
1978_F 3814-3914_P_30000,30000,3814-0021,1200
1978_F 3816_P_30000,30000,3816-0051,1200
1978_F 3817_P_30000,30000,3817-0021,1200
1978_FR 2925 B_P_30000,30000,94PHQ2511,1200
1978_FR 2940_P_25000,25000,2011-0011,1200
1978_FR 2941_P_25000,25000,1810-0041,1200
1978_FR 2949_P_2500,2500,2213-0171,1200
1978_FR 2950_P_5500,5500,94PHQ0581,1200
1978_FR 2952_P_10000,10000,2314-1891,1200
1978_FR 2953_P_2500,2500,2933-0151,1200
1978_FR 2953_P_5000,5000,2933-0161,1200
1978_FR 2954_IR_20000,20000,2942-0243,1200
1978_FR 2955_P_8000,8000,94PHQ0591,1200
1978_FR 2956_P_16000,16000,2326-0101,1200
1978_FR 2957_P_6000,6000,94PHQ0611,1200
1978_FR 2958_P_16000,16000,94PHQ0631,1200
1978_FR 2958_P_6000,6000,94PHQ0621,1200
1978_FR 2959_P_17000,17000,94PHQ0651,1200
1978_FR 2959_P_7000,7000,94PHQ0641,1200
1978_FR 2961_P_16000,16000,2617-0101,1200
1978_FR 2961_P_7000,7000,2617-0111,1200
1978_FR 2963_P_4000,4000,2619-0051,1200
1978_FR 2964 P_P_14500,14500,4152-0081,1200
1978_FR 2965_P_14500,14500,4254-0041,1200
1978_FR 2966_P_10000,10000,94PHQ0681,1200
1978_FR 2967_P_17000,17000,2325-0121,1200
1978_FR 2967_P_7000,7000,2325-0111,1200
1978_FR 2969_P_8000,8000,94PHQ0711,1200
1978_FR 2970_P_3000,3000,94PHQ0731,1200
1978_FR 2970_P_5000,5000,94PHQ0721,1200
1978_FR 2971_P_4000,4000,94PHQ0741,1200
1978_FR 2976_P_14500,14500,94PHQ0751,1200
1978_FR 2977_P_4000,4000,1023-0261,1200
1978_FR 2978_P_4000,4000,1122-0221,1200
1978_FR 2979_P_4000,4000,1124-0051,1200
1978_FR 2980_P_4000,4000,1021-0051,1200
1978_FR 2982_P_2000,2000,94PHQ0761,1200
1978_FR 2982_P_8000,8000,94PHQ0771,1200
1978_FR 2984_P_60000,60000,94PHQ0791,1200
1978_FR 2985_P_20000,20000,2103-0011,1200
1978_FR 2987_P_4000,4000,94PHQ0811,1200
1978_FR 2988_P_4000,4000,94PHQ0821,1200
1978_FR 2991_P_1000,1000,94PHQ0861,1200
1978_FR 2992_IR_20000,20000,94PHQ1013,1200
1978_FR 2992_IR_6000,6000,94PHQ1003,1200
1978_FR 2993_P_4000,4000,2415-0041,1200
1978_FR 2993_P_8000,8000,94PHQ0881,1200
1978_FR 2994_P_10000,10000,94PHQ0891,1200
1978_FR 2995_IR_3000,3000,94PHQ1063,1200
1978_FR 2995_IR_4000,4000,94PHQ1073,1200
1978_FR 2995_IR_6000,6000,94PHQ1083,1200
1978_FR 2996_P_5000,5000,94PHQ0901,1200
1978_FR 2997_P_5000,5000,94PHQ0911,1200
1978_FR 2998_P_25000,25000,2321-0061,1200
1978_FR 2999_P_10000,10000,94PHQ0921,1200
1978_FR 3002 A_P_4000,4000,2044-0131,1200
1978_FR 3003_P_4000,4000,94PHQ1181,1200
1978_FR 3004_P_4000,4000,94PHQ1191,1200
1978_FR 3006 P_P_10000,10000,94PHQ1211,1200
1978_FR 3007_P_10000,10000,94PHQ1251,1200
1978_FR 3008_P_8000,8000,94PHQ1261,1200
1978_FR 3010_IR_20000,20000,2028-0073,1200
1978_FR 3010_P_20000,20000,2028-0071,1200
1978_FR 3011_IRC_17000,17000,2550-0084,1200
1978_FR 3011_P_17000,17000,2550-0081,1200
1978_FR 3012 IR_IR_20000,20000,0714-0073,1200
1978_FR 3012 P_P_20000,20000,0714-0071,1200
1978_FR 3014_IR_15000,15000,3127-0053,1200
1978_FR 3014_P_15000,15000,3127-0051,1200
1978_FR 3015_IR_17000,17000,3110-0043,1200
1978_FR 3015_P_17000,17000,3110-0041,1200
1978_FR 3017_P_8000,8000,94PHQ1271,1200
1978_FR 3019 IR_IR_5000,5000,94PHQ1053,1200
1978_FR 3019 P_P_5000,5000,94PHQ1051,1200
1978_FR 3020_P_3000,3000,94PHQ1281,1200
1978_FR 3022_P_20000,20000,2114-0021,1200
1978_FR 3023_P_2000,2000,94PHQ1291,1200
1978_FR 3025_P_4000,4000,94PHQ1301,1200
1978_FR 3026_P_3000,3000,94PHQ1311,1200
1978_FR 3027_P_25000,25000,94PHQ1241,1200
1978_FR 3028_P_8000,8000,94PHQ1321,1200
1978_FR 3029_P_100,100,94PHQ5866,1200
1978_FR 3030_P_12000,12000,2439-0191,1200
1978_FR 3030_P_15000,15000,N78000011,1200
1978_FR 3030_P_30000,30000,2439-0171,1200
1978_FR 3030_P_60000,60000,2439-0201,1200
1978_FR 3031_P_14500,14500,2112-0021,1200
1978_FR 3033_P_15000,15000,3518-0031,1200
1978_FR 3035_P_14500,14500,2503-0011,1200
1978_FR 3036_P_5000,5000,94PHQ1331,1200
1978_FR 3039_P_4000,4000,2414-0221,1200
1978_FR 3042 P_P_6000,6000,2249-0061,1200
1978_FR 3043 P_P_6000,6000,1747-0041,1200
1978_FR 3044 P_P_6000,6000,1747-0051,1200
1978_FR 3048_P_8000,8000,1817-0061,1200
1978_FR 3049_P_4000,4000,2143-0201,1200
1978_FR 3092_P_4000,4000,1123-0111,1200
1978_FR 6_IR_8500,8500,2125-0133,1200
1978_FR 6_P_8500,8500,2125-0131,1200
1978_FR 7001_P_60000,60000,0600-0011,1200
1978_FR 7002_P_60000,60000,0600-0021,1200
1978_FR 7003_P_60000,60000,0600-0031,1200
1978_FR 7004_P_60000,60000,0600-0041,1200
1978_FR 7005_P_60000,60000,0600-0051,1200
1978_FR 7006_P_60000,60000,0600-0061,1200
1978_FR 7007_P_60000,60000,0600-0071,1200
1978_FR 7008_P_60000,60000,0600-0081,1200
1978_FR 7009_P_60000,60000,0600-0091,1200
1978_FR 9001_P_14500,14500,0417-0071,1200
1978_FR 9002_P_14500,14500,0720-0041,1200
1978_FR 9003_P_14500,14500,0921-0051,1200
1978_FR 9004_P_14500,14500,1223-0361,1200
1978_FR 9005_P_14500,14500,2642-0051,1200
1978_FR 9007_P_14500,14500,1418-0031,1200
1978_FR 9008_P_14500,14500,1719-0131,1200
1978_FR 9009_P_14500,14500,2302-0401,1200
1978_FR 9011_P_14500,14500,2106-0041,1200
1978_FR 9012_P_14500,14500,2209-0021,1200
1978_FR 9013_P_14500,14500,3009-0021,1200
1978_FR 9014 P_P_14500,14500,1710-0031,1200
1978_FR 9015_P_14500,14500,2211-0021,1200
1978_FR 9016_P_14500,14500,2510-0021,1200
1978_FR 9017_P_14500,14500,2812-0041,1200
1978_FR 9018_P_14500,14500,2334-0031,1200
1978_FR 9019_P_14500,14500,2914-0061,1200
1978_FR 9020_P_14500,14500,3115-0031,1200
1978_FR 9021_P_12000,12000,2041-0071,1200
1978_FR 9022_P_14500,14500,3816-0041,1200
1978_FR 9023_P_14500,14500,2817-0051,1200
1978_FR 9024_P_12000,12000,2241-0081,1200
1978_FR 9025_P_12000,12000,1531-0031,1200
1978_FR 9026_P_12000,12000,1531-0041,1200
1978_FR 9027_P_14500,14500,3123-0151,1200
1978_FR 9028_P_14500,14500,2526-0071,1200
1978_FR 9029_P_12000,12000,93PHQ9921,1200
1978_FR 9030_P_14500,14500,1620-0051,1200
1978_FR 9031_P_14500,14500,2530-0011,1200
1978_FR 9032_P_14500,14500,1218-0081,1200
1978_FR 9033_P_12000,12000,2343-0101,1200
1978_FR 9034_P_14500,14500,2535-0011,1200
1978_FR 9035_P_12000,12000,2134-0051,1200
1978_FR 9036_P_14500,14500,2933-0011,1200
1978_FR 9037_P_14500,14500,3118-0031,1200
1978_FR 9038_P_14500,14500,3617-0091,1200
1978_FR 9039_P_14500,14500,3315-0051,1200
1978_FR 9040_P_14500,14500,2940-0061,1200
1978_FR 9041_P_14500,14500,2840-0011,1200
1978_FR 9042_P_14500,14500,2638-0151,1200
1978_FR 9043_P_14500,14500,2336-0031,1200
1978_FR 9044_P_14500,14500,1522-0201,1200
1978_FR 9045_P_14500,14500,3041-0151,1200
1978_FR 9047_P_12000,12000,1825-0061,1200
1978_FR 9048_P_12000,12000,1727-0291,1200
1978_FR 9049_P_12000,12000,1626-0011,1200
1978_FR 9050_P_12000,12000,1528-0101,1200
1978_FR 9051_P_12000,12000,1329-0021,1200
1978_FR 9052_P_12000,12000,2031-0051,1200
1978_FR 9053_P_12000,12000,1836-0051,1200
1978_FR 9054_P_12000,12000,1738-0101,1200
1978_FR 9055_P_12000,12000,1739-0071,1200
1978_FR 9056_P_12000,12000,1839-0011,1200
1978_FR 9057_P_12000,12000,2139-0161,1200
1978_FR 9058_P_12000,12000,1840-0051,1200
1978_FR 9059_P_12000,12000,1542-0041,1200
1978_FR 9060_P_12000,12000,1443-0051,1200
1978_FR 9061_P_12000,12000,2043-0131,1200
1978_FR 9062_P_12000,12000,1545-0111,1200
1978_FR 9063_P_12000,12000,1745-0131,1200
1978_FR 9064_P_14500,14500,3340-0061,1200
1978_FR 9065_P_14500,14500,3720-0071,1200
1978_FR 9066_P_14500,14500,3027-0061,1200
1978_FR 9068_P_14500,14500,2942-0291,1200
1978_FR 9069_P_14500,14500,1227-0211,1200
1978_FR 9070_P_14500,14500,1535-0031,1200
1978_FR 9071_P_14500,14500,2844-0181,1200
